,group1,group2,signf
1201,p30_geocnn_r04,p30_gpcc-octree-raht_r04,0.0
1202,p30_geocnn_r04,p30_gpcc-octree-raht_r05,0.0
1203,p30_geocnn_r04,p30_gpcc-octree-raht_r06,0.0
1204,p30_geocnn_r04,p30_vpcc_r00,1.0
1205,p30_geocnn_r04,p30_vpcc_r01,1.0
1206,p30_geocnn_r04,p30_vpcc_r02,0.0
1207,p30_geocnn_r04,p30_vpcc_r03,0.0
1208,p30_geocnn_r04,p30_vpcc_r04,0.0
1209,p30_geocnn_r04,p30_vpcc_r05,0.0
1210,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-predlift_r03,-1.0
1211,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-predlift_r04,-1.0
1212,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-predlift_r05,-1.0
1213,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-predlift_r06,-1.0
1214,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-raht_r02,0.0
1215,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-raht_r03,-1.0
1216,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-raht_r04,-1.0
1217,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-raht_r05,-1.0
1218,p30_gpcc-octree-predlift_r02,p30_gpcc-octree-raht_r06,-1.0
1219,p30_gpcc-octree-predlift_r02,p30_vpcc_r00,-1.0
1220,p30_gpcc-octree-predlift_r02,p30_vpcc_r01,-1.0
1221,p30_gpcc-octree-predlift_r02,p30_vpcc_r02,-1.0
1222,p30_gpcc-octree-predlift_r02,p30_vpcc_r03,-1.0
1223,p30_gpcc-octree-predlift_r02,p30_vpcc_r04,-1.0
1224,p30_gpcc-octree-predlift_r02,p30_vpcc_r05,-1.0
1225,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-predlift_r04,-1.0
1226,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-predlift_r05,-1.0
1227,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-predlift_r06,-1.0
1228,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-raht_r02,1.0
1229,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-raht_r03,0.0
1230,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-raht_r04,-1.0
1231,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-raht_r05,-1.0
1232,p30_gpcc-octree-predlift_r03,p30_gpcc-octree-raht_r06,-1.0
1233,p30_gpcc-octree-predlift_r03,p30_vpcc_r00,0.0
1234,p30_gpcc-octree-predlift_r03,p30_vpcc_r01,0.0
1235,p30_gpcc-octree-predlift_r03,p30_vpcc_r02,-1.0
1236,p30_gpcc-octree-predlift_r03,p30_vpcc_r03,-1.0
1237,p30_gpcc-octree-predlift_r03,p30_vpcc_r04,-1.0
1238,p30_gpcc-octree-predlift_r03,p30_vpcc_r05,-1.0
1239,p30_gpcc-octree-predlift_r04,p30_gpcc-octree-predlift_r05,0.0
1240,p30_gpcc-octree-predlift_r04,p30_gpcc-octree-predlift_r06,0.0
1241,p30_gpcc-octree-predlift_r04,p30_gpcc-octree-raht_r02,1.0
1242,p30_gpcc-octree-predlift_r04,p30_gpcc-octree-raht_r03,1.0
1243,p30_gpcc-octree-predlift_r04,p30_gpcc-octree-raht_r04,0.0
1244,p30_gpcc-octree-predlift_r04,p30_gpcc-octree-raht_r05,0.0
1245,p30_gpcc-octree-predlift_r04,p30_gpcc-octree-raht_r06,0.0
1246,p30_gpcc-octree-predlift_r04,p30_vpcc_r00,1.0
1247,p30_gpcc-octree-predlift_r04,p30_vpcc_r01,0.0
1248,p30_gpcc-octree-predlift_r04,p30_vpcc_r02,0.0
1249,p30_gpcc-octree-predlift_r04,p30_vpcc_r03,0.0
1250,p30_gpcc-octree-predlift_r04,p30_vpcc_r04,0.0
1251,p30_gpcc-octree-predlift_r04,p30_vpcc_r05,0.0
1252,p30_gpcc-octree-predlift_r05,p30_gpcc-octree-predlift_r06,0.0
1253,p30_gpcc-octree-predlift_r05,p30_gpcc-octree-raht_r02,1.0
1254,p30_gpcc-octree-predlift_r05,p30_gpcc-octree-raht_r03,1.0
1255,p30_gpcc-octree-predlift_r05,p30_gpcc-octree-raht_r04,0.0
1256,p30_gpcc-octree-predlift_r05,p30_gpcc-octree-raht_r05,0.0
1257,p30_gpcc-octree-predlift_r05,p30_gpcc-octree-raht_r06,0.0
1258,p30_gpcc-octree-predlift_r05,p30_vpcc_r00,1.0
1259,p30_gpcc-octree-predlift_r05,p30_vpcc_r01,1.0
1260,p30_gpcc-octree-predlift_r05,p30_vpcc_r02,0.0
1261,p30_gpcc-octree-predlift_r05,p30_vpcc_r03,0.0
1262,p30_gpcc-octree-predlift_r05,p30_vpcc_r04,0.0
1263,p30_gpcc-octree-predlift_r05,p30_vpcc_r05,0.0
1264,p30_gpcc-octree-predlift_r06,p30_gpcc-octree-raht_r02,1.0
1265,p30_gpcc-octree-predlift_r06,p30_gpcc-octree-raht_r03,1.0
1266,p30_gpcc-octree-predlift_r06,p30_gpcc-octree-raht_r04,0.0
1267,p30_gpcc-octree-predlift_r06,p30_gpcc-octree-raht_r05,0.0
1268,p30_gpcc-octree-predlift_r06,p30_gpcc-octree-raht_r06,0.0
1269,p30_gpcc-octree-predlift_r06,p30_vpcc_r00,1.0
1270,p30_gpcc-octree-predlift_r06,p30_vpcc_r01,1.0
1271,p30_gpcc-octree-predlift_r06,p30_vpcc_r02,0.0
1272,p30_gpcc-octree-predlift_r06,p30_vpcc_r03,0.0
1273,p30_gpcc-octree-predlift_r06,p30_vpcc_r04,0.0
1274,p30_gpcc-octree-predlift_r06,p30_vpcc_r05,0.0
1275,p30_gpcc-octree-raht_r02,p30_gpcc-octree-raht_r03,-1.0
1276,p30_gpcc-octree-raht_r02,p30_gpcc-octree-raht_r04,-1.0
1277,p30_gpcc-octree-raht_r02,p30_gpcc-octree-raht_r05,-1.0
1278,p30_gpcc-octree-raht_r02,p30_gpcc-octree-raht_r06,-1.0
1279,p30_gpcc-octree-raht_r02,p30_vpcc_r00,-1.0
1280,p30_gpcc-octree-raht_r02,p30_vpcc_r01,-1.0
1281,p30_gpcc-octree-raht_r02,p30_vpcc_r02,-1.0
1282,p30_gpcc-octree-raht_r02,p30_vpcc_r03,-1.0
1283,p30_gpcc-octree-raht_r02,p30_vpcc_r04,-1.0
1284,p30_gpcc-octree-raht_r02,p30_vpcc_r05,-1.0
1285,p30_gpcc-octree-raht_r03,p30_gpcc-octree-raht_r04,-1.0
1286,p30_gpcc-octree-raht_r03,p30_gpcc-octree-raht_r05,-1.0
1287,p30_gpcc-octree-raht_r03,p30_gpcc-octree-raht_r06,-1.0
1288,p30_gpcc-octree-raht_r03,p30_vpcc_r00,0.0
1289,p30_gpcc-octree-raht_r03,p30_vpcc_r01,0.0
1290,p30_gpcc-octree-raht_r03,p30_vpcc_r02,-1.0
1291,p30_gpcc-octree-raht_r03,p30_vpcc_r03,-1.0
1292,p30_gpcc-octree-raht_r03,p30_vpcc_r04,-1.0
1293,p30_gpcc-octree-raht_r03,p30_vpcc_r05,-1.0
1294,p30_gpcc-octree-raht_r04,p30_gpcc-octree-raht_r05,0.0
1295,p30_gpcc-octree-raht_r04,p30_gpcc-octree-raht_r06,0.0
1296,p30_gpcc-octree-raht_r04,p30_vpcc_r00,1.0
1297,p30_gpcc-octree-raht_r04,p30_vpcc_r01,1.0
1298,p30_gpcc-octree-raht_r04,p30_vpcc_r02,0.0
1299,p30_gpcc-octree-raht_r04,p30_vpcc_r03,0.0
1300,p30_gpcc-octree-raht_r04,p30_vpcc_r04,0.0
1301,p30_gpcc-octree-raht_r04,p30_vpcc_r05,0.0
1302,p30_gpcc-octree-raht_r05,p30_gpcc-octree-raht_r06,0.0
1303,p30_gpcc-octree-raht_r05,p30_vpcc_r00,1.0
1304,p30_gpcc-octree-raht_r05,p30_vpcc_r01,0.0
1305,p30_gpcc-octree-raht_r05,p30_vpcc_r02,0.0
1306,p30_gpcc-octree-raht_r05,p30_vpcc_r03,0.0
1307,p30_gpcc-octree-raht_r05,p30_vpcc_r04,0.0
1308,p30_gpcc-octree-raht_r05,p30_vpcc_r05,0.0
1309,p30_gpcc-octree-raht_r06,p30_vpcc_r00,1.0
1310,p30_gpcc-octree-raht_r06,p30_vpcc_r01,1.0
1311,p30_gpcc-octree-raht_r06,p30_vpcc_r02,0.0
1312,p30_gpcc-octree-raht_r06,p30_vpcc_r03,0.0
1313,p30_gpcc-octree-raht_r06,p30_vpcc_r04,0.0
1314,p30_gpcc-octree-raht_r06,p30_vpcc_r05,0.0
1315,p30_vpcc_r00,p30_vpcc_r01,-1.0
1316,p30_vpcc_r00,p30_vpcc_r02,-1.0
1317,p30_vpcc_r00,p30_vpcc_r03,-1.0
1318,p30_vpcc_r00,p30_vpcc_r04,-1.0
1319,p30_vpcc_r00,p30_vpcc_r05,-1.0
1320,p30_vpcc_r01,p30_vpcc_r02,0.0
1321,p30_vpcc_r01,p30_vpcc_r03,0.0
1322,p30_vpcc_r01,p30_vpcc_r04,0.0
1323,p30_vpcc_r01,p30_vpcc_r05,0.0
1324,p30_vpcc_r02,p30_vpcc_r03,0.0
1325,p30_vpcc_r02,p30_vpcc_r04,0.0
1326,p30_vpcc_r02,p30_vpcc_r05,0.0
1327,p30_vpcc_r03,p30_vpcc_r04,0.0
1328,p30_vpcc_r03,p30_vpcc_r05,0.0
1329,p30_vpcc_r04,p30_vpcc_r05,0.0
1330,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-predlift_r03,-1.0
1331,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-predlift_r04,-1.0
1332,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-predlift_r05,-1.0
1333,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-predlift_r06,-1.0
1334,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-raht_r02,0.0
1335,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-raht_r03,-1.0
1336,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-raht_r04,-1.0
1337,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-raht_r05,-1.0
1338,p32_gpcc-octree-predlift_r02,p32_gpcc-octree-raht_r06,-1.0
1339,p32_gpcc-octree-predlift_r02,p32_vpcc_r00,-1.0
1340,p32_gpcc-octree-predlift_r02,p32_vpcc_r01,-1.0
1341,p32_gpcc-octree-predlift_r02,p32_vpcc_r02,-1.0
1342,p32_gpcc-octree-predlift_r02,p32_vpcc_r03,-1.0
1343,p32_gpcc-octree-predlift_r02,p32_vpcc_r04,-1.0
1344,p32_gpcc-octree-predlift_r02,p32_vpcc_r05,-1.0
1345,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-predlift_r04,-1.0
1346,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-predlift_r05,-1.0
1347,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-predlift_r06,-1.0
1348,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-raht_r02,1.0
1349,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-raht_r03,0.0
1350,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-raht_r04,-1.0
1351,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-raht_r05,-1.0
1352,p32_gpcc-octree-predlift_r03,p32_gpcc-octree-raht_r06,-1.0
1353,p32_gpcc-octree-predlift_r03,p32_vpcc_r00,0.0
1354,p32_gpcc-octree-predlift_r03,p32_vpcc_r01,-1.0
1355,p32_gpcc-octree-predlift_r03,p32_vpcc_r02,-1.0
1356,p32_gpcc-octree-predlift_r03,p32_vpcc_r03,-1.0
1357,p32_gpcc-octree-predlift_r03,p32_vpcc_r04,-1.0
1358,p32_gpcc-octree-predlift_r03,p32_vpcc_r05,-1.0
1359,p32_gpcc-octree-predlift_r04,p32_gpcc-octree-predlift_r05,0.0
1360,p32_gpcc-octree-predlift_r04,p32_gpcc-octree-predlift_r06,0.0
1361,p32_gpcc-octree-predlift_r04,p32_gpcc-octree-raht_r02,1.0
1362,p32_gpcc-octree-predlift_r04,p32_gpcc-octree-raht_r03,1.0
1363,p32_gpcc-octree-predlift_r04,p32_gpcc-octree-raht_r04,0.0
1364,p32_gpcc-octree-predlift_r04,p32_gpcc-octree-raht_r05,0.0
1365,p32_gpcc-octree-predlift_r04,p32_gpcc-octree-raht_r06,0.0
1366,p32_gpcc-octree-predlift_r04,p32_vpcc_r00,1.0
1367,p32_gpcc-octree-predlift_r04,p32_vpcc_r01,0.0
1368,p32_gpcc-octree-predlift_r04,p32_vpcc_r02,0.0
1369,p32_gpcc-octree-predlift_r04,p32_vpcc_r03,0.0
1370,p32_gpcc-octree-predlift_r04,p32_vpcc_r04,0.0
1371,p32_gpcc-octree-predlift_r04,p32_vpcc_r05,0.0
1372,p32_gpcc-octree-predlift_r05,p32_gpcc-octree-predlift_r06,0.0
1373,p32_gpcc-octree-predlift_r05,p32_gpcc-octree-raht_r02,1.0
1374,p32_gpcc-octree-predlift_r05,p32_gpcc-octree-raht_r03,1.0
1375,p32_gpcc-octree-predlift_r05,p32_gpcc-octree-raht_r04,0.0
1376,p32_gpcc-octree-predlift_r05,p32_gpcc-octree-raht_r05,0.0
1377,p32_gpcc-octree-predlift_r05,p32_gpcc-octree-raht_r06,0.0
1378,p32_gpcc-octree-predlift_r05,p32_vpcc_r00,1.0
1379,p32_gpcc-octree-predlift_r05,p32_vpcc_r01,0.0
1380,p32_gpcc-octree-predlift_r05,p32_vpcc_r02,0.0
1381,p32_gpcc-octree-predlift_r05,p32_vpcc_r03,0.0
1382,p32_gpcc-octree-predlift_r05,p32_vpcc_r04,0.0
1383,p32_gpcc-octree-predlift_r05,p32_vpcc_r05,0.0
1384,p32_gpcc-octree-predlift_r06,p32_gpcc-octree-raht_r02,1.0
1385,p32_gpcc-octree-predlift_r06,p32_gpcc-octree-raht_r03,1.0
1386,p32_gpcc-octree-predlift_r06,p32_gpcc-octree-raht_r04,1.0
1387,p32_gpcc-octree-predlift_r06,p32_gpcc-octree-raht_r05,0.0
1388,p32_gpcc-octree-predlift_r06,p32_gpcc-octree-raht_r06,0.0
1389,p32_gpcc-octree-predlift_r06,p32_vpcc_r00,1.0
1390,p32_gpcc-octree-predlift_r06,p32_vpcc_r01,0.0
1391,p32_gpcc-octree-predlift_r06,p32_vpcc_r02,0.0
1392,p32_gpcc-octree-predlift_r06,p32_vpcc_r03,0.0
1393,p32_gpcc-octree-predlift_r06,p32_vpcc_r04,0.0
1394,p32_gpcc-octree-predlift_r06,p32_vpcc_r05,0.0
1395,p32_gpcc-octree-raht_r02,p32_gpcc-octree-raht_r03,-1.0
1396,p32_gpcc-octree-raht_r02,p32_gpcc-octree-raht_r04,-1.0
1397,p32_gpcc-octree-raht_r02,p32_gpcc-octree-raht_r05,-1.0
1398,p32_gpcc-octree-raht_r02,p32_gpcc-octree-raht_r06,-1.0
1399,p32_gpcc-octree-raht_r02,p32_vpcc_r00,-1.0
1400,p32_gpcc-octree-raht_r02,p32_vpcc_r01,-1.0
1401,p32_gpcc-octree-raht_r02,p32_vpcc_r02,-1.0
1402,p32_gpcc-octree-raht_r02,p32_vpcc_r03,-1.0
1403,p32_gpcc-octree-raht_r02,p32_vpcc_r04,-1.0
1404,p32_gpcc-octree-raht_r02,p32_vpcc_r05,-1.0
1405,p32_gpcc-octree-raht_r03,p32_gpcc-octree-raht_r04,-1.0
1406,p32_gpcc-octree-raht_r03,p32_gpcc-octree-raht_r05,-1.0
1407,p32_gpcc-octree-raht_r03,p32_gpcc-octree-raht_r06,-1.0
1408,p32_gpcc-octree-raht_r03,p32_vpcc_r00,-1.0
1409,p32_gpcc-octree-raht_r03,p32_vpcc_r01,-1.0
1410,p32_gpcc-octree-raht_r03,p32_vpcc_r02,-1.0
1411,p32_gpcc-octree-raht_r03,p32_vpcc_r03,-1.0
1412,p32_gpcc-octree-raht_r03,p32_vpcc_r04,-1.0
1413,p32_gpcc-octree-raht_r03,p32_vpcc_r05,-1.0
1414,p32_gpcc-octree-raht_r04,p32_gpcc-octree-raht_r05,0.0
1415,p32_gpcc-octree-raht_r04,p32_gpcc-octree-raht_r06,-1.0
1416,p32_gpcc-octree-raht_r04,p32_vpcc_r00,1.0
1417,p32_gpcc-octree-raht_r04,p32_vpcc_r01,0.0
1418,p32_gpcc-octree-raht_r04,p32_vpcc_r02,0.0
1419,p32_gpcc-octree-raht_r04,p32_vpcc_r03,0.0
1420,p32_gpcc-octree-raht_r04,p32_vpcc_r04,0.0
1421,p32_gpcc-octree-raht_r04,p32_vpcc_r05,-1.0
1422,p32_gpcc-octree-raht_r05,p32_gpcc-octree-raht_r06,0.0
1423,p32_gpcc-octree-raht_r05,p32_vpcc_r00,1.0
1424,p32_gpcc-octree-raht_r05,p32_vpcc_r01,0.0
1425,p32_gpcc-octree-raht_r05,p32_vpcc_r02,0.0
1426,p32_gpcc-octree-raht_r05,p32_vpcc_r03,0.0
1427,p32_gpcc-octree-raht_r05,p32_vpcc_r04,0.0
1428,p32_gpcc-octree-raht_r05,p32_vpcc_r05,0.0
1429,p32_gpcc-octree-raht_r06,p32_vpcc_r00,1.0
1430,p32_gpcc-octree-raht_r06,p32_vpcc_r01,1.0
1431,p32_gpcc-octree-raht_r06,p32_vpcc_r02,0.0
1432,p32_gpcc-octree-raht_r06,p32_vpcc_r03,1.0
1433,p32_gpcc-octree-raht_r06,p32_vpcc_r04,0.0
1434,p32_gpcc-octree-raht_r06,p32_vpcc_r05,0.0
1435,p32_vpcc_r00,p32_vpcc_r01,-1.0
1436,p32_vpcc_r00,p32_vpcc_r02,-1.0
1437,p32_vpcc_r00,p32_vpcc_r03,-1.0
1438,p32_vpcc_r00,p32_vpcc_r04,-1.0
1439,p32_vpcc_r00,p32_vpcc_r05,-1.0
1440,p32_vpcc_r01,p32_vpcc_r02,0.0
1441,p32_vpcc_r01,p32_vpcc_r03,0.0
1442,p32_vpcc_r01,p32_vpcc_r04,0.0
1443,p32_vpcc_r01,p32_vpcc_r05,-1.0
1444,p32_vpcc_r02,p32_vpcc_r03,0.0
1445,p32_vpcc_r02,p32_vpcc_r04,0.0
1446,p32_vpcc_r02,p32_vpcc_r05,0.0
1447,p32_vpcc_r03,p32_vpcc_r04,0.0
1448,p32_vpcc_r03,p32_vpcc_r05,0.0
1449,p32_vpcc_r04,p32_vpcc_r05,0.0
1450,p38_geocnn_r01,p38_geocnn_r02,-1.0
1451,p38_geocnn_r01,p38_geocnn_r03,-1.0
1452,p38_geocnn_r01,p38_geocnn_r04,-1.0
1453,p38_geocnn_r01,p38_gpcc-octree-predlift_r02,1.0
1454,p38_geocnn_r01,p38_gpcc-octree-predlift_r03,-1.0
1455,p38_geocnn_r01,p38_gpcc-octree-predlift_r04,-1.0
1456,p38_geocnn_r01,p38_gpcc-octree-predlift_r05,-1.0
1457,p38_geocnn_r01,p38_gpcc-octree-predlift_r06,-1.0
1458,p38_geocnn_r01,p38_gpcc-octree-raht_r02,1.0
1459,p38_geocnn_r01,p38_gpcc-octree-raht_r03,0.0
1460,p38_geocnn_r01,p38_gpcc-octree-raht_r04,-1.0
1461,p38_geocnn_r01,p38_gpcc-octree-raht_r05,-1.0
1462,p38_geocnn_r01,p38_gpcc-octree-raht_r06,-1.0
1463,p38_geocnn_r01,p38_vpcc_r00,0.0
1464,p38_geocnn_r01,p38_vpcc_r01,-1.0
1465,p38_geocnn_r01,p38_vpcc_r02,-1.0
1466,p38_geocnn_r01,p38_vpcc_r03,-1.0
1467,p38_geocnn_r01,p38_vpcc_r04,-1.0
1468,p38_geocnn_r01,p38_vpcc_r05,-1.0
1469,p38_geocnn_r02,p38_geocnn_r03,0.0
1470,p38_geocnn_r02,p38_geocnn_r04,0.0
1471,p38_geocnn_r02,p38_gpcc-octree-predlift_r02,1.0
1472,p38_geocnn_r02,p38_gpcc-octree-predlift_r03,0.0
1473,p38_geocnn_r02,p38_gpcc-octree-predlift_r04,-1.0
1474,p38_geocnn_r02,p38_gpcc-octree-predlift_r05,-1.0
1475,p38_geocnn_r02,p38_gpcc-octree-predlift_r06,-1.0
1476,p38_geocnn_r02,p38_gpcc-octree-raht_r02,1.0
1477,p38_geocnn_r02,p38_gpcc-octree-raht_r03,1.0
1478,p38_geocnn_r02,p38_gpcc-octree-raht_r04,-1.0
1479,p38_geocnn_r02,p38_gpcc-octree-raht_r05,-1.0
1480,p38_geocnn_r02,p38_gpcc-octree-raht_r06,-1.0
1481,p38_geocnn_r02,p38_vpcc_r00,1.0
1482,p38_geocnn_r02,p38_vpcc_r01,0.0
1483,p38_geocnn_r02,p38_vpcc_r02,0.0
1484,p38_geocnn_r02,p38_vpcc_r03,-1.0
1485,p38_geocnn_r02,p38_vpcc_r04,-1.0
1486,p38_geocnn_r02,p38_vpcc_r05,-1.0
1487,p38_geocnn_r03,p38_geocnn_r04,0.0
1488,p38_geocnn_r03,p38_gpcc-octree-predlift_r02,1.0
1489,p38_geocnn_r03,p38_gpcc-octree-predlift_r03,1.0
1490,p38_geocnn_r03,p38_gpcc-octree-predlift_r04,0.0
1491,p38_geocnn_r03,p38_gpcc-octree-predlift_r05,-1.0
1492,p38_geocnn_r03,p38_gpcc-octree-predlift_r06,-1.0
1493,p38_geocnn_r03,p38_gpcc-octree-raht_r02,1.0
1494,p38_geocnn_r03,p38_gpcc-octree-raht_r03,1.0
1495,p38_geocnn_r03,p38_gpcc-octree-raht_r04,0.0
1496,p38_geocnn_r03,p38_gpcc-octree-raht_r05,-1.0
1497,p38_geocnn_r03,p38_gpcc-octree-raht_r06,-1.0
1498,p38_geocnn_r03,p38_vpcc_r00,1.0
1499,p38_geocnn_r03,p38_vpcc_r01,1.0
1500,p38_geocnn_r03,p38_vpcc_r02,0.0
1501,p38_geocnn_r03,p38_vpcc_r03,0.0
1502,p38_geocnn_r03,p38_vpcc_r04,-1.0
1503,p38_geocnn_r03,p38_vpcc_r05,-1.0
1504,p38_geocnn_r04,p38_gpcc-octree-predlift_r02,1.0
1505,p38_geocnn_r04,p38_gpcc-octree-predlift_r03,1.0
1506,p38_geocnn_r04,p38_gpcc-octree-predlift_r04,0.0
1507,p38_geocnn_r04,p38_gpcc-octree-predlift_r05,-1.0
1508,p38_geocnn_r04,p38_gpcc-octree-predlift_r06,-1.0
1509,p38_geocnn_r04,p38_gpcc-octree-raht_r02,1.0
1510,p38_geocnn_r04,p38_gpcc-octree-raht_r03,1.0
1511,p38_geocnn_r04,p38_gpcc-octree-raht_r04,0.0
1512,p38_geocnn_r04,p38_gpcc-octree-raht_r05,-1.0
1513,p38_geocnn_r04,p38_gpcc-octree-raht_r06,-1.0
1514,p38_geocnn_r04,p38_vpcc_r00,1.0
1515,p38_geocnn_r04,p38_vpcc_r01,1.0
1516,p38_geocnn_r04,p38_vpcc_r02,0.0
1517,p38_geocnn_r04,p38_vpcc_r03,0.0
1518,p38_geocnn_r04,p38_vpcc_r04,0.0
1519,p38_geocnn_r04,p38_vpcc_r05,0.0
1520,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-predlift_r03,-1.0
1521,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-predlift_r04,-1.0
1522,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-predlift_r05,-1.0
1523,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-predlift_r06,-1.0
1524,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-raht_r02,0.0
1525,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-raht_r03,-1.0
1526,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-raht_r04,-1.0
1527,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-raht_r05,-1.0
1528,p38_gpcc-octree-predlift_r02,p38_gpcc-octree-raht_r06,-1.0
1529,p38_gpcc-octree-predlift_r02,p38_vpcc_r00,-1.0
1530,p38_gpcc-octree-predlift_r02,p38_vpcc_r01,-1.0
1531,p38_gpcc-octree-predlift_r02,p38_vpcc_r02,-1.0
1532,p38_gpcc-octree-predlift_r02,p38_vpcc_r03,-1.0
1533,p38_gpcc-octree-predlift_r02,p38_vpcc_r04,-1.0
1534,p38_gpcc-octree-predlift_r02,p38_vpcc_r05,-1.0
1535,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-predlift_r04,-1.0
1536,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-predlift_r05,-1.0
1537,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-predlift_r06,-1.0
1538,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-raht_r02,1.0
1539,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-raht_r03,0.0
1540,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-raht_r04,-1.0
1541,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-raht_r05,-1.0
1542,p38_gpcc-octree-predlift_r03,p38_gpcc-octree-raht_r06,-1.0
1543,p38_gpcc-octree-predlift_r03,p38_vpcc_r00,0.0
1544,p38_gpcc-octree-predlift_r03,p38_vpcc_r01,0.0
1545,p38_gpcc-octree-predlift_r03,p38_vpcc_r02,-1.0
1546,p38_gpcc-octree-predlift_r03,p38_vpcc_r03,-1.0
1547,p38_gpcc-octree-predlift_r03,p38_vpcc_r04,-1.0
1548,p38_gpcc-octree-predlift_r03,p38_vpcc_r05,-1.0
1549,p38_gpcc-octree-predlift_r04,p38_gpcc-octree-predlift_r05,-1.0
1550,p38_gpcc-octree-predlift_r04,p38_gpcc-octree-predlift_r06,-1.0
1551,p38_gpcc-octree-predlift_r04,p38_gpcc-octree-raht_r02,1.0
1552,p38_gpcc-octree-predlift_r04,p38_gpcc-octree-raht_r03,1.0
1553,p38_gpcc-octree-predlift_r04,p38_gpcc-octree-raht_r04,0.0
1554,p38_gpcc-octree-predlift_r04,p38_gpcc-octree-raht_r05,0.0
1555,p38_gpcc-octree-predlift_r04,p38_gpcc-octree-raht_r06,-1.0
1556,p38_gpcc-octree-predlift_r04,p38_vpcc_r00,1.0
1557,p38_gpcc-octree-predlift_r04,p38_vpcc_r01,1.0
1558,p38_gpcc-octree-predlift_r04,p38_vpcc_r02,0.0
1559,p38_gpcc-octree-predlift_r04,p38_vpcc_r03,0.0
1560,p38_gpcc-octree-predlift_r04,p38_vpcc_r04,0.0
1561,p38_gpcc-octree-predlift_r04,p38_vpcc_r05,0.0
1562,p38_gpcc-octree-predlift_r05,p38_gpcc-octree-predlift_r06,0.0
1563,p38_gpcc-octree-predlift_r05,p38_gpcc-octree-raht_r02,1.0
1564,p38_gpcc-octree-predlift_r05,p38_gpcc-octree-raht_r03,1.0
1565,p38_gpcc-octree-predlift_r05,p38_gpcc-octree-raht_r04,1.0
1566,p38_gpcc-octree-predlift_r05,p38_gpcc-octree-raht_r05,0.0
1567,p38_gpcc-octree-predlift_r05,p38_gpcc-octree-raht_r06,0.0
1568,p38_gpcc-octree-predlift_r05,p38_vpcc_r00,1.0
1569,p38_gpcc-octree-predlift_r05,p38_vpcc_r01,1.0
1570,p38_gpcc-octree-predlift_r05,p38_vpcc_r02,1.0
1571,p38_gpcc-octree-predlift_r05,p38_vpcc_r03,1.0
1572,p38_gpcc-octree-predlift_r05,p38_vpcc_r04,0.0
1573,p38_gpcc-octree-predlift_r05,p38_vpcc_r05,0.0
1574,p38_gpcc-octree-predlift_r06,p38_gpcc-octree-raht_r02,1.0
1575,p38_gpcc-octree-predlift_r06,p38_gpcc-octree-raht_r03,1.0
1576,p38_gpcc-octree-predlift_r06,p38_gpcc-octree-raht_r04,1.0
1577,p38_gpcc-octree-predlift_r06,p38_gpcc-octree-raht_r05,0.0
1578,p38_gpcc-octree-predlift_r06,p38_gpcc-octree-raht_r06,0.0
